Date,Type,Dead,Injured,Location,Details,Perpetrator,Part of
3,Assassination,1,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Cairo, Egypt",A Christian businessman was murdered by a Salafi Islamist for selling alcohol in his shop.[12],Lone wolf,
3,Shooting,3,10,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Abyan, Yemen",Three Yemeni soldiers were killed and 10 others were injured in an ambush by al-Qaeda militants.[13],Al-Qaeda in the Arabian Peninsula,Al-Qaeda insurgency in Yemen
3,Shooting,4,0,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Badakhshan, Afghanistan",A Taliban ambush in the northeastern Badakhshan province killed four Afghan police officers.[14],Taliban,War in Afghanistan
3,Shooting,2,2,"&lt;img alt=""Central African Republic"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/23px-Flag_of_the_Central_African_Republic.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Bria, Central African Republic",Moroccan UN peacekeepers were ambushed by assailants while escorting fuel trucks; two peacekeepers were killed and two others were injured.[15][16][17],Anti-balaka (suspected),Central African Republic Civil War
4,Shooting,2,0,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Quetta, Pakistan",Unknown gunmen killed two government officials in a drive-by shooting near Jinnah Town in Quetta.[18],Lashkar-e-Jhangvi (suspected),Sectarianism in Pakistan
4,Car bombing,0,4,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",A car bomb attack injured four United Nations guards in Mogadishu in an explosion targeting the UN's compound.[19],Al-Shabaab,Somali Civil War
4,"Jailbreak, shootout",2 (+5),1,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Kidapawan, Philippines","2017 Kidapawan jail siege: Around 100 gunmen attacked the North Cotabato District Jail in Kidapawan in the Southern Philippines. A total of 158 inmates escaped, fourteen of whom were quickly recaptured, while five others were killed.[20]",Bangsamoro Islamic Freedom Fighters (suspected),Moro conflict
4,Attempted suicide bombings,0 (+3),0,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Madagali, Nigeria",Three female suicide bombers were killed while attempting to detonate their vests at a market in the northeastern Nigerian city of Madagali. Local officials blamed Boko Haram for the attempted attack. A double suicide bombing in Madagali killed 57 people in December 2016.[21],Boko Haram,Boko Haram insurgency
4,Shooting,2,2,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Kunduz, Afghanistan",Two US service members were killed and two others were injured in a Taliban attack while performing a training mission with Afghan forces in Kunduz province.[22],Taliban,War in Afghanistan
4,Shooting,1,0,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Nawa, Afghanistan",A policewoman was shot dead in the Nawa district of Helmand province.[23],Taliban,War in Afghanistan
4,Shooting,0,5,"&lt;img alt=""Chile"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/23px-Flag_of_Chile.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1500"" data-file-height=""1000""&gt; Bío Bío, Chile","At least five people were injured in an armed attack on a caravan of vehicles carrying forest workers to the town of Curaquidico, in the southern region of the Bío Bío Province.[24]",Mapuche,Mapuche conflict
5,"Suicide car bombing, Car bombing",27 (+1),57,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",A car bombing at a food market in the al-Obeidi area killed 9 people and left 15 others wounded. After nightfall a suicide car bomber killed 11 and injured 22 near a security checkpoint in Bab al-Muadam. Several smaller attacks around the city killed 7 people and injured 20 others.[25][26],Islamic State (suspected),Iraqi Civil War
5,Car bombing,16+,30,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Jableh, Syria","A car bomb exploded in the coastal city of Jableh, killing 16 people and injuring more than 30 others.[27]",Islamic State (suspected),Syrian Civil War
5,"Car bombing, shooting",2 (+2),10,"&lt;img alt=""Turkey"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Izmir, Turkey","2017 İzmir Courthouse Attack: A car bomb exploded outside a courthouse in Izmir, killing at least two people and triggering a deadly shootout. Two of the attackers were killed, while a third managed to escape.[28][29][30]",Kurdistan Freedom Falcons[31],Kurdish–Turkish conflict
5,Stabbing,0,1,"&lt;img alt=""Israel"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/21px-Flag_of_Israel.svg.png"" width=""21"" height=""15"" class=""thumbborder"" data-file-width=""660"" data-file-height=""480""&gt; Ashdod, Israel",A man was stabbed for speaking Arabic.[32],Lone wolf,Israeli–Palestinian conflict
5,Bombing,0,1,"&lt;img alt=""Sweden"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/23px-Flag_of_Sweden.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""1600"" data-file-height=""1000""&gt; Gothenburg, Sweden",A bomb exploded outside a refugee centre. An immigration office staff member was seriously injured and lost both of his legs. Three neo-Nazis were arrested on suspicion of causing the blast. Another bomb had exploded outside a Gothenburg café in November 2016.[33][34],Nordic Resistance Movement (suspected),Terrorism in Sweden
6,"Suicide bombings, Car bombing",4 (+2),12,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Ad-Dawr, Iraq","A police checkpoint near Tikrit was attacked by suicide bombers and a car bomb. Four police officers and two attackers were killed, while 12 others were injured.[35]",Islamic State,Iraqi Civil War
6,Shooting,0,5,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Quetta, Pakistan",Five members of the Hazara Shia community were injured when armed assailants opened fire on their vehicle.[36],Lashkar-e-Jhangvi,Sectarianism in Pakistan
6,Stabbing,2,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Monufia, Egypt","Two Egyptian Coptic Christians were murdered. They were murdered because of their faith, according to the brother of the dead woman.[37]",Lone wolf,
6,Execution,1,0,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Raqqa, Syria",Islamic State militants beheaded an elderly man in Raqqa for allegedly practicing magic and sorcery.[38],Islamic State,Syrian Civil War
6,Shooting,13,3,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Tala wa Barfak, Afghanistan","Gunmen shot dead at least 13 miners belonging to Afghanistan's Hazara minority after pulling their vehicle over in Baghlan Province. Local officials blamed the Taliban, but the group denied responsibility.[39]",Taliban (suspected),War in Afghanistan
6 or 7,Suicide bombing,6 (+1),20,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Abyan, Yemen",Six British soldiers were killed and 20 others injured in a suicide attack in Abyan.[40],Islamic State,Yemeni Civil War
7,Bombing,0,2,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Lamphelpat, India","Two CRPF jawans soldiers were injured in a powerful IED explosion near the office of Deputy Commissioner in western Imphal, in the state of Manipur.[41]",Kangleipak Communist Party[42],Insurgency in Northeast India
7,Car bombing,60+,50,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Azaz, Syria",January 2017 Azaz bombing: At least 60 people were killed and 50 others wounded in a car bomb attack at a marketplace in the rebel-held northern town of Azaz.[43],Islamic State (suspected),Syrian Civil War
7,Attack,5 (+15),Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Yobe State, Nigeria","A large group of militants attacked a Nigerian Army base in Buni Yadi, but were repelled by government forces. At least five soldiers and 15 attackers were killed, with an unknown number injured.[44]",Boko Haram (suspected),Boko Haram insurgency
7,"Shooting, attempted suicide bombings",0 (+2),1,"&lt;img alt=""Saudi Arabia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""750"" data-file-height=""500""&gt; Riyadh, Saudi Arabia",Two suicide bombers were killed by a police officer before they were able to self-detonate.[45],Islamic State,Spillover of the Syrian Civil War
7,Bombing,1,2,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Zabul, Afghanistan",A blast occurred in Zabul Province. The attack left one dead and two others injured. All victims were policemen.[46],Taliban,War in Afghanistan
8,Roadside bomb,5,Unknown,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Taiz, Yemen",At least five civilians were killed and many injured when a truck hit a landmine in Taiz's Al-Taziya district.[47],Unknown,Yemeni Civil War
8,Suicide car bombing,20 (+2),50+,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",Islamic State claimed responsibility for a pair of suicide car bombings in Baghdad. At least 20 were killed and more than 50 others were injured.[48],Islamic State,Iraqi Civil War
8,Vehicular attack,4 (+1),17,"East Jerusalem, Israel",2017 Jerusalem truck attack: At least four people were killed and 17 others were injured when a truck rammed into a group of Israeli soldiers.[49],Lone wolf,Israeli–Palestinian conflict
8,Shooting,3,Unknown,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Jourian, India","Several unidentified militants attacked a camp housing road construction workers in the Indian state of Jammu and Kashmir, killing three laborers before fleeing.[50]",Militants,Kashmir Conflict
9,"Suicide car bombing, shooting",8 (+5),15,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Arish, Egypt","Seven Egyptian police officers and one civilian were killed, while a total of 12 others were injured when insurgents detonated a truck bomb at a checkpoint near Arish in the Sinai Province. Government forces repelled the attack, killing five militants and injuring three others.[51]",Islamic State,Sinai Insurgency
9,Shooting,1,0,"&lt;img alt=""Colombia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Puerto Jordán, Colombia",A soldier was shot dead in an attack by ELN guerrillas.[52],National Liberation Army,Colombian Conflict
9,Shooting,0,1,"&lt;img alt=""Greece"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/23px-Flag_of_Greece.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Athens, Greece",A police officer was wounded in central Athens as shots were fired outside the offices of the Pan-Hellenic Socialist Party.[53],Anarchists (suspected),Terrorism in Greece
9,Shooting,0 (+1),1,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Bandipora, India","A suspected Lashkar-e-Taiba (LeT) militant was killed and a soldier injured in an encounter in Hajin tehsil of Bandipora, Kashmir.[54]",Lashkar-e-Taiba (suspected),Kashmir Conflict
9,Bombing,1,0,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Zabul, Afghanistan",A bombing left one dead in Zabul Province.[55],Taliban,War in Afghanistan
9,Bombing,1,2,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Jalalabad, Afghanistan",A bomb killed one and another two were injured in the city of Jalalabad.[56],Taliban,War in Afghanistan
10,Suicide bombings,3 (+2),0,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Kalari, Nigeria","Two female bombers killed themselves and three other people, when they went to private residences in the Kalari area, disguised as visitors.[57]",Boko Haram,Boko Haram insurgency
10,Suicide car bombing,38 (+1),70+,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Kabul, Afghanistan","10 January 2017 Afghanistan bombings: A car bomb exploded in the center of the city of Kabul. At least 38 people were killed and at least 70 others were injured. The Taliban claimed responsibility for the attacks, saying that vehicles carrying members of the National Directorate of Security were targeted.[58]",Taliban,War in Afghanistan
10,Bombing,12,14,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Kandahar, Afghanistan","10 January 2017 Afghanistan bombings: 11 people, including five diplomats from the United Arab Emirates, were killed in a bomb attack.[59] On the 15 February 2017, the UAE ambassador succumbed to his wounds.[60]",Islamic State (suspected),War in Afghanistan
10,Suicide bombing,7 (+1),6,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Lashkargah, Afghanistan",10 January 2017 Afghanistan bombings: A suicide bombing on a house in Lashkargah claimed seven civilians lives and another six were injured.[61],Taliban,War in Afghanistan
10,Bombing,1,11,"&lt;img alt=""Ethiopia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/23px-Flag_of_Ethiopia.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""720"" data-file-height=""360""&gt; Gondar, Ethiopia",A grenade attack killed one person and injured 11 at a crowded hotel bar in the town of Gondar in the Amhara Region.[62],Anarchists (suspected),2016 Ethiopian protests
10,Car bombing,1,5,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Abyan, Yemen",A car bombing seriously wounded a senior security official and killed one of his guards. Four other guards were wounded in the attack.[63],Salafist jihadist (suspected),Al-Qaeda insurgency in Yemen
10,"Stabbing,",0 (+1),1,"al-Fari'ah, West Bank",A Palestinian man attacked Israeli soldiers with a knife and was subsequently shot dead.[64],Lone Wolf,Israeli–Palestinian conflict
10,Shooting,8,0,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Zamboanga City, Philippines",Eight fishermen were killed in an attack by suspected Abu Sayyaf militants off south-western Mindanao.[65],Abu Sayyaf (suspected),Moro Conflict
10,"Shooting, Attempted kidnapping",0,1,"&lt;img alt=""Paraguay"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/23px-Flag_of_Paraguay.svg.png"" width=""23"" height=""13"" class=""thumbborder"" data-file-width=""600"" data-file-height=""330""&gt; San Pedro, Paraguay",Suspected members of the EPP entered a house in San Pedro and attacked two Mennonite brothers in a possible failed kidnapping attempt.[66],Paraguayan People's Army (suspected),Paraguayan People's Army insurgency
10,Executions,3,0,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Bu'ale, Somalia",Militant group Al-Shabaab shot two men and a teenager in southern Somalia.[67][68],Al-Shabaab,Somali Civil War
11,Bombing,1,0,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Yobe, Nigeria",A Nigerian soldier was killed by a bomb planted by Boko Haram militants.[69],Boko Haram,Boko Haram insurgency
11,Car bombing,1,5,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq","A car bomb detonated in the al-Bayaa district of Baghdad, killing one person and wounding five others.[70]",Islamic State (suspected),Iraqi Civil War
12,Roadside Bomb,5,2,"&lt;img alt=""Mali"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Segou, Mali",Five Malian soldiers were killed and two others injured when their patrol hit a landmine in Mali`s Segou region.[71],Lone wolf,Northern Mali Conflict
12,Suicide bombing,7 / 8+ (+1),Unknown,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Damascus, Syria",A suicide bomber killed at least eight people in a high-security district of Damascus.[72][73],Al-Qaeda (suspected),Syrian Civil War
12,Assassination,1,0,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Karachi, Pakistan",A police officer was killed by Tehreek-e-Taliban[74],Tehreek-e-Taliban,
